#genome	total_length	unique_name
G003253435	751634	Mycoplasma auris
G003253485	4900709	Algoriphagus aquaeductus
G003253545	3089620	Mesonia algae
G003253705	4975948	Humitalea rosea
G003253745	8064317	Mesorhizobium kowhaii
G003253995	4547173	Hwanghaeicola aestuarii
G003254055	5190866	Algoriphagus chordae
G003254115	3268885	Hydrotalea sandarakina
G003254155	3288947	Psychrobacillus insolitus
G003254275	4382772	Cytophaga xylanolytica
G003254335	4925962	Cereibacter changlensis
G003254505	3841879	Phenylobacterium hankyongense
G003254525	4185563	Phenylobacterium kunshanense
G003254545	5071094	Flavobacterium tistrianum
G003254575	5762377	Mycobacterium kyogaense
G003254585	5262599	Flavobacterium sharifuzzamanii
G003254625	5485461	Flavobacterium ginsenosidimutans
G003254705	3878878	Phenylobacterium deserti
G003254745	4379538	Flavobacterium aquariorum
G003256445	5750273	Ralstonia pseudosolanacearum
G003258295	8438474	Streptacidiphilus pinicola
G003258315	5045683	Bradymonas sediminis
G003258515	4756091	Marinobacter bohaiensis
G003258595	7764398	Acuticoccus sediminis
G003258705	5379839	Arcticibacterium luteifluviistationis
G003258805	6524680	Rhodoplanes elegans
G003258835	5194246	Rhodobium orientis
G003258865	6900316	Rhodoplanes roseus
G003259175	4306810	Marinomonas shanghaiensis
G003259185	3445639	Alcanivorax indicus
G003259195	3636905	Paracoccus sediminilitoris
G003259225	4456896	Marinomonas arctica
G003259255	4840884	Algoriphagus litoralis
G003259335	6115081	Chitinophaga skermanii
G003259375	5194048	Arenibacter echinorum
G003259435	7116707	Chitinophaga dinghuensis
G003259505	4976801	Algoriphagus yeomjeoni
G003259675	2409529	Macrococcus bohemicus
G003259695	2494272	Macrococcus epidermidis
G003259745	7020848	Larkinella arboricola
G003259835	2822059	Flavobacterium aquaticum
G003259845	9888594	Actinoplanes lutulentus
G003259905	4661237	Salipiger aestuarii
G003259935	3557410	Anoxybacillus vitaminiphilus
G003259955	3272582	Falsochrobactrum ovis
G003260015	4625366	Nakamurella deserti
G003260025	8101774	Microbispora triticiradicis
G003260125	5008964	Lujinxingia litoralis
G003260205	3517412	Winogradskyella tangerina
G003260285	2710118	Salinisphaera halophila
G003260975	6252144	Echinicola strongylocentroti
G003261095	4964552	Desulfobacter hydrogenophilus
G003261295	1613813	Polynucleobacter paneuropaeus
G003261575	6300849	Klebsiella huaxiensis
G003263285	3476357	Hyphomonas pacifica
G003263775	5849784	Vibrio maritimus
G003263785	5085626	Vibrio variabilis
G003263845	4823794	Vibrio aestivus
G003263925	7624868	Streptomyces badius
G003264475	7231131	Micromonospora noduli
G003264855	4758173	Dyella jiangningensis
G003264935	1468247	Methanothermobacter tenebrarum
G003265325	4473407	Oceanibium sediminis
G003265345	10582892	Lentzea terrae
G003265355	5691825	Glycomyces dulcitolivorans
G003265965	4552844	Rhodovulum viride
G003268025	6172657	Paenibacillus montanisoli
G003268475	5974049	Thermogemmatispora tikiterensis
G003268615	620791	Blattabacterium clevelandi
G003268655	4530774	Arthrobacter dokdonellae
G003268675	7888441	Streptomyces bacillaris
G003268815	3526104	Flavobacterium lacus
G003268855	2736999	Flavobacterium aciduliphilum
G003269035	8016497	Paraburkholderia bryophila
G003269065	5471622	Acidovorax anthurii
G003269155	483127	Thaumarchaeota archaeon SCGC AC-337_F14
G003269295	9306850	Lechevalieria atacamensis
G003269425	3772469	Flagellimonas maritima
G003270085	6850166	Streptomyces triticisoli
G003284585	4002912	Nitrincola tibetensis
G003284725	4407153	Magnetospirillum kuznetsovii
G003285015	10234689	Paenibacillus contaminans
G003285045	750009	Mycoplasma anseris
G003285105	4807988	Rhodothermaceae bacterium
G003285205	4585666	Marinomonas primoryensis
G003285265	3592357	Paracoccus mutanolyticus
G003285565	2297278	Corynebacterium heidelbergense
G003286075	3205925	Paracoccus endophyticus
G003286395	4404264	Paraburkholderia dokdonella
G003286425	7719698	Mucilaginibacter rubeus
G003286435	7565189	Mucilaginibacter gossypii
G003286915	6543686	Chryseolinea flava
G003287015	2911247	Moraxella bovis
G003287285	5047845	Phytoactinopolyspora halophila
G003287735	5063546	Photorhabdus bodei
G003288095	5034221	Rhodococcus biphenylivorans
G003288115	2290452	Lactobacillus murinus
G003289925	3145919	Planococcus maitriensis
G003289945	7339963	Mesorhizobium hawassense
G003289955	3623018	Planococcus halotolerans
G003290025	5608042	Pseudogemmobacter bohemicus
G003290185	4858752	Chryseobacterium lathyri
G003290385	2318657	Actinobacillus pleuropneumoniae
G003290445	2054094	Francisella adeliensis
G003290485	7369807	Malassezia restricta
G003293695	2592821	Lysobacter oculi
G003293745	3115360	Herminiimonas fonticola
G003293845	2738808	Flavobacterium tibetense
G003294055	8937558	Burkholderia reimsis
G003298465	5606481	halophilic archaeon
G003298795	4255479	Halomonas sulfidaeris
G003308995	8349661	Chitinophaga flava
G003309065	3841150	Glutamicibacter soli
G003311635	3408426	Komagataeibacter cocois
G003312425	3652481	Flavobacterium psychrolimnae
G003312875	9121443	Amycolatopsis albispora
G003313245	4070901	Primorskyibacter marinus
G003313305	6419269	Vallitalea guaymasensis
G003313325	4330692	Pedobacter namyangjuensis
G003313335	4253242	Nubsella zeaxanthinifaciens
G003313385	5054243	Pedobacter chitinilyticus
G003313505	4736738	Pedobacter nanyangensis
G003314975	3766277	Marinomonas aquiplantarum
G003314995	4650352	Pseudochrobactrum asaccharolyticum
G003315035	7695331	Nocardia puris
G003315135	6794013	Roseiarcus fermentans
G003315175	4753376	Eoetvoesia caeni
G003315205	7930826	Roseimicrobium gellanilyticum
G003315245	4441256	Arenicella xantha
G003315295	3096519	Paraliobacillus ryukyuensis
G003315335	5156686	Pseudocitrobacter faecalis
G003315405	3764101	Brevibacterium sanguinis
G003315415	3766713	Brevibacterium celere
G003315485	4426332	Marinomonas rhizomae
G003315515	3909199	Brenneria salicis
G003315595	6698959	Pedobacter miscanthi
G003315615	1850401	Bifidobacterium xylocopae
G003315635	2019638	Bifidobacterium aemilianum
G003316635	3516879	Pelagivirga dicentrarchi
G003316985	37780712	Fusarium coffeatum
G003317055	3099841	Alkalibaculum bacchi
G003318295	4612465	Bacillus taeanensis
G003323745	9306285	Sphaerisporangium album
G003324485	4790323	Cohaesibacter intestini
G003324525	3882466	Mucilaginibacter hurinus
G003324715	4629854	Rhodobacter sphaeroides
G003325375	7535790	Streptomyces globosus
G003325455	3432872	Acidipropionibacterium virtanenii
G003326475	5171645	Thalassospira xianhensis
G003327285	3055915	Microbacterium sorbitolivorans
G003327535	4049059	Desertihabitans brevis
G003330725	7600806	Acidisarcina polymorpha
G003330745	7211199	Paraburkholderia caledonica
G003330785	7508490	Paraburkholderia graminis
G003330825	7118059	Paraburkholderia terricola
G003330885	3862255	Rhodobiaceae bacterium
G003332275	5195190	Edaphovirga cremea
G003332305	6007037	Microvirga aerophila
G003332325	814478	Mycoplasma phocidae
G003332885	4978120	Paracnuella aquatica
G003333315	3251466	Acidiferrobacter thiooxydans
G003335045	5062019	Phyllobacterium salinisoli
G003335215	2634377	Parvibium lacunae
G003335305	4071154	Brachybacterium alimentarium
G003335485	7125007	Blastopirellula cremea
G003336245	3549158	Haloplanus salinus
G003336365	3641602	Salicibibacter kimchii
G003336425	6019789	Marinitenerispora sediminis
G003336705	3452664	Marinobacter litoralis
G003336745	2164586	Thermus caldifontis
G003336755	3030172	Elioraea thermophila
G003336805	3073238	Marinospirillum perlucidum
G003336875	4693419	Oleisolibacter albus
G003337215	2908522	Oceanihabitans sediminis
G003337275	4163312	Marinomonas foliarum
G003337305	3675677	Winogradskyella arenosi
G003337355	5445321	Fontibacillus phaseoli
G003337375	6637590	Paenibacillus prosopidis
G003337415	4928867	Anaerobacterium chartisolvens
G003337435	2599453	Schleiferia thermophila
G003337485	3764227	Saliterribacillus persicus
G003337495	4669456	Yoonia sediminilitoris
G003337555	8162807	Pseudorhodoferax soli
G003337565	4207985	Paracoccus lutimaris
G003337575	5619796	Phyllobacterium bourgognense
G003337715	4522071	Ciceribacter lividus
G003337735	4146186	Thioalbus denitrificans
G003339525	2723407	Ephemeroptericola cinctiostellae
G003339775	1908336	Spiroplasma phoeniceum
G003339815	4013956	Eggerthella sinensis
G003343245	5687677	Photorhabdus laumondii
G003344345	2114238	Wolbachia endosymbiont of Cylisticus convexus
G003344635	4126101	Desertihabitans aurantiacus
G003344765	4234836	Ferruginivarius sediminum
G003344785	4787827	Thalassococcus profundi
G003344925	2970356	Flavobacterium arcticum
G003344945	37519776	Aspergillus welwitschiae
G003345215	3778696	Deinococcus wulumuqiensis
G003345255	3059321	Thauera hydrothermalis
G003345295	5508407	Vibrio splendidus
G003345655	4185679	Motiliproteus coralliicola
G003346515	7745309	Streptomyces corynorhini
G003346755	2812536	Arcobacter halophilus
G003346775	3037615	Arcobacter mytili
G003346815	2684688	Halarcobacter bivalviorum
G003347135	1839233	Francisella opportunistica
G003347595	5845590	Botryobacter ruber
G003347665	7418341	Microvirga calopogonii
G003349965	5520101	Niabella yanshanensis
G003350005	3032235	Psychrobacter proteolyticus
G003350205	3409395	Brevundimonas bullata
G003350325	4560943	Vibrio rhodolitus
G003350345	3482286	Alkalilacustris brevis
G003350405	4177544	Gluconacetobacter liquefaciens
G003350445	9469054	Lentzea flaviverrucosa
G003350475	5975793	Pseudacidovorax intermedius
G003350505	3866435	Falsibacillus pallidus
G003350535	5148502	Microvirga subterranea
G003350545	3144432	Flavobacterium glaciei
G003351025	7513665	Mucilaginibacter endophyticus
G003351045	3029189	Gaiella occulta
G003351905	1103593	Cardinium endosymbiont of Sogatella furcifera
G003352165	4037671	Acidibrevibacterium fodinaquatile
G003352185	6324282	Pseudomonas kribbensis
G003352385	1973061	Haemophilus haemolyticus
G003352785	2824527	Xylella taiwanensis
G003352835	3286396	Ornithinimicrobium murale
G003352995	2246024	Streptococcus pluranimalium
G003353055	9200464	Cupriavidus lacunae
G003353085	5220697	Shewanella corallii
G003353175	8406911	Paraburkholderia lacunae
G003355195	2024930	Neisseria polysaccharea
G003355475	3720646	Brachybacterium saurashtrense
G003355495	3271767	Crenobacter cavernae
G003355515	1915613	Arcobacter trophiarum
G003357145	33640415	Venustampulla echinocandica
G003362725	3102640	Winogradskyella aurantiaca
G003362755	3996874	Marinomonas piezotolerans
G003363015	4931777	Enterobacillus tribolii
G003363135	3290984	Erythrobacter lutimaris
G003363435	3816928	Anaerosacchriphilus polymeriproducens
G003363485	4462936	Marinobacter flavimaris
G003363675	5785761	Bacteroides intestinalis
G003363715	5104056	Parabacteroides acidifaciens
G003363775	1336077	Spiroplasma alleghenense
G003363875	5259246	Xanthomonas dyei
G003364175	1750926	Helicobacter equorum
G003364205	1731480	Helicobacter brantae
G003364255	1958384	Helicobacter marmotae
G003364265	1974862	Helicobacter aurati
G003364315	1819399	Helicobacter ganmani
G003364335	1624856	Helicobacter anseris
G003367245	6398629	Pontibacter diazotrophicus
G003367315	3686911	Saccharospirillum mangrovi
G003367375	4071977	Gallaecimonas mangrovi
G003367395	5593741	Pseudolabrys taiwanensis
G003367475	3849572	Alteromonas aestuariivivens
G003367505	4575103	Lysinibacillus capsici
G003367905	2652760	Megasphaera stantonii
G003368325	8324678	Paraburkholderia caffeinilytica
G003368535	2114034	Ammonifex thiophilus
G003369445	4351218	Arthrobacter silvisoli
G003369565	4010623	Oceanobacillus chungangensis
G003369575	4051766	Oceanobacillus arenosus
G003369625	45345076	Aspergillus mulundensis
G003369835	4372297	Halorussus rarus
G003369925	2610176	Listeria kieliensis
G003382565	4350436	Pectobacterium aquaticum
G003383595	740800	Mycoplasma phocicerebrale
G003383615	6950835	Dyadobacter luteus
G003384935	3388834	Lutibacter oceani
G003385115	5125646	Flavobacterium aquicola
G003385185	7014983	Amycolatopsis palatopharyngis
G003385215	7241563	Amycolatopsis thermalba
G003385235	9810693	Amycolatopsis circi
G003385395	3780585	Chryseobacterium hispanicum
G003385415	4322309	Chryseobacterium piscium
G003385455	5269230	Chryseobacterium rhizosphaerae
G003385495	4592839	Chryseobacterium elymi
G003385555	3158606	Rhodosalinus sediminis
G003385595	4471609	Chryseobacterium flavum
G003385755	1709637	Methanothermobacter defluvii
G003385775	2947345	Parasphingopyxis lamellibrachiae
G003385845	3752959	Kushneria indalinina
G003385895	4904050	Flavobacterium cutihirudinis
G003385955	4824676	Aestuariispira insulae
G003386075	3520711	Citricoccus muralis
G003386095	5968040	Marinoscillum furvescens
G003386165	4243046	Winogradskyella eximia
G003386195	3509381	Seonamhaeicola aphaedonensis
G003386205	6344080	Cohnella lupini
G003386235	9403385	Cohnella phaseoli
G003386275	4286719	Winogradskyella pacifica
G003386535	6790451	Paenibacillus taihuensis
G003386555	7396071	Actinomadura umbrina
G003386575	4989662	Paracoccus versutus
G003386635	6278687	Cupriavidus plantarum
G003386665	4335622	Xenorhabdus cabanillasii
G003386795	4372514	Thermasporomyces composti
G003386865	3600662	Calidifontibacter indicus
G003386945	4113783	Halobacillus trueperi
G003387075	9071909	Asanoa ferruginea
G003387165	2233290	Jeotgalicoccus halotolerans
G003387355	3803108	Winogradskyella sediminis
G003387375	3871504	Marinomonas pollencensis
G003387475	11969602	Kutzneria buriramensis
G003387535	2295763	Paraperlucidibaca baekdonensis
G003387615	3424277	Tenacibaculum gallaicum
G003388735	5788531	Paenibacillus paeoniae
G003390335	4773423	Thalassotalea euphylliae
G003391095	3631990	Austwickia chelonae
G003391115	3367165	Sphingomonas crusticola
G003391255	5525520	Pseudomonas plecoglossicida
G003399685	4212770	Subtercola boreus
G003402235	5089625	Parahaliea mediterranea
G003402575	2622003	Mesosutterella multiformis
G003402615	3262961	Faecalimonas umbilicata
G003402975	3423758	Brumimicrobium aurantiacum
G003403015	4372628	Fulvimarina endophytica
G003403035	4376681	Mesorhizobium denitrificans
G003403095	4701725	Thalassospira indica
G003403135	4909058	Dickeya dianthicola
G003408705	3123781	Mycobacterium uberis
G003410055	3507070	Wenzhouxiangella sediminis
G003410315	3468188	Olleya aquimaris
G003410415	5568346	Bacillus butanolivorans
G003412455	5835029	Deminuibacter soli
G003413745	3303344	Marixanthomonas ophiurae
G003415655	4758988	Vibrio maerlii
G003423665	1522525	Lactobacillus rodentium
G003425665	2495727	Evtepia gabavorous
G003426025	3293946	Paraliobacillus quinghaiensis
G003426055	4167108	Paraliobacillus sediminis
G003426775	8819428	Allorhizocola rhizosphaerae
G003426815	6222025	Desertimonas flava
G003426945	2160331	Thermus sediminis
G003426965	38719648	Aspergillus tanneri
G003428155	2069811	Fastidiosibacter lacustris
G003428165	3240214	Cysteiniphilum litorale
G003428925	7220839	Streptomyces koyangensis
G003429095	4358180	Bacillus saganii
G003429105	4469561	Bacillus glennii
G003429285	4440293	Salinimonas sediminis
G003429565	7476194	Streptomyces triticagri
G003429605	5167925	Citrobacter gillenii
G003429665	2928035	Sphaerochaeta halotolerans
G003430825	3789363	Natronolimnobius sulfurireducens
G003431825	4123230	Blastomonas fulva
G003432035	5949602	Clostridium indicum
G003433295	1906784	[Eubacterium] minutum
G003433515	3703386	Maritalea myrionectae
G003433955	1825347	Anaerococcus nagyae
G003434235	3418334	Coprococcus catus
G003435025	9686118	Kitasatospora xanthocidica
G003439925	3473442	Haloprofundus halophilus
G003443635	3352970	Flavobacteriaceae bacterium
G003443655	6684570	Nostoc sphaeroides
G003443895	8100462	Paraburkholderia phosphatilytica
G003444685	4246882	Pseudomonas gallaeciensis
G003444775	4157370	Deinococcus ficus
G003449035	3476762	Pedobacter indicus
G003457605	4308776	Halioglobus sediminis
G003467385	6740819	Enterocloster aldensis
G003470205	3662423	Cellulomonas rhizosphaerae
G003470975	3138135	Tyzzerella nexilis
G003490325	2113471	Neisseria bergeri
G003515065	6520138	Nocardioides immobilis
G003515105	4733956	Pseudoalteromonas donghaensis
G003515685	4788543	Bacillus notoginsengisoli
G003515775	3786519	Lysinibacillus yapensis
G003515945	3161986	Dermacoccus abyssi
G003515985	4015569	Lonsdalea britannica
G003522965	1842084	Lactobacillus bombi
G003534205	3406292	Listeria weihenstephanensis
G003544815	2639269	Arcobacter suis
G003544855	2917098	Arcobacter marinus
G003544875	4910271	Vibrio alfacsensis
G003544915	2799949	Arcobacter ellisii
G003544935	2800582	Arcobacter molluscorum
G003545715	5945590	Taibaiella koreensis
G003545815	4436830	Pusillimonas caeni
G003545825	4207564	Pusillimonas noertemannii
G003545885	4838365	Leptospira stimsonii
G003545925	4445046	Leptospira yasudae
G003546645	3768431	Komagataeibacter saccharivorans
G003546845	2487406	endosymbiont GvMRE of Glomus versiforme
G003546865	2572159	Suicoccus acidiformans
G003550015	2201119	Anaeroplasma bactoclasticum
G003550025	5953541	Promicromonospora thailandica
G003550065	4525141	Hephaestia caeni
G003550135	4910204	Ochrobactrum haematophilum
G003550175	2988165	Dichotomicrobium thermohalophilum
G003555545	8443189	Paraflavitalea soli
