#genome	domain	phylum	class	order	family	genus	species	total_length	unique_name
G000005825	Bacteria	 Firmicutes	 Bacilli	 Bacillales_H	 Bacillaceae_D	 Bacillus_S	 Bacillus_S pseudofirmus	4249288	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D; g__Bacillus_S; s__Bacillus_S pseudofirmus
G001776455	Bacteria	 Patescibacteria	 Microgenomatia	 Curtissbacterales	 GWA2-41-24	 WO2-FULL-40-11	 WO2-FULL-40-11 sp001776505	498991	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Curtissbacterales; f__GWA2-41-24; g__WO2-FULL-40-11; s__WO2-FULL-40-11 sp001776505
G001776475	Bacteria	 Patescibacteria	 Microgenomatia	 Curtissbacterales	 GWA2-41-24	 2-01-FULL-41-18-A	 2-01-FULL-41-18-A sp001776475	635262	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Curtissbacterales; f__GWA2-41-24; g__2-01-FULL-41-18-A; s__2-01-FULL-41-18-A sp001776475
G001776505	Bacteria	 Patescibacteria	 Microgenomatia	 Curtissbacterales	 GWA2-41-24	 WO2-FULL-40-11	 WO2-FULL-40-11 sp001776505	939195	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Curtissbacterales; f__GWA2-41-24; g__WO2-FULL-40-11; s__WO2-FULL-40-11 sp001776505
G001776535	Bacteria	 Patescibacteria	 Microgenomatia	 Curtissbacterales	 GWA2-41-24	 2-12-FULL-41-17	 2-12-FULL-41-17 sp001774945	798294	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Curtissbacterales; f__GWA2-41-24; g__2-12-FULL-41-17; s__2-12-FULL-41-17 sp001774945
G001776585	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 HO2-FULL-47-45	 	824271	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__HO2-FULL-47-45; s__
G001776635	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA10151	 UBA10151 sp001776635	965033	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA10151; s__UBA10151 sp001776635
G001776675	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-01-FULL-43-38	 2-01-FULL-43-38 sp000997105	736309	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-01-FULL-43-38; s__2-01-FULL-43-38 sp000997105
G001776685	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 MFDM01	 MFDM01 sp001776905	636388	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__MFDM01; s__MFDM01 sp001776905
G001776735	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA10151	 	933538	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA10151; s__
G001776755	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-01-FULL-40-24	 	820366	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-01-FULL-40-24; s__
G001776815	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA9644	 UBA9644 sp003519445	861094	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA9644; s__UBA9644 sp003519445
G001776835	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-01-FULL-43-38	 2-01-FULL-43-38 sp000997105	960399	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-01-FULL-43-38; s__2-01-FULL-43-38 sp000997105
G001776855	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-02-FULL-36-13	 	635797	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-02-FULL-36-13; s__
G001776865	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-12-FULL-37-11	 2-12-FULL-37-11 sp001776865	970503	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-12-FULL-37-11; s__2-12-FULL-37-11 sp001776865
G001776945	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA10151	 	849491	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA10151; s__
G001776975	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-01-FULL-40-24	 2-01-FULL-40-24 sp001776975	686035	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-01-FULL-40-24; s__2-01-FULL-40-24 sp001776975
G001777015	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-02-FULL-36-13	 2-02-FULL-36-13 sp001777015	964635	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-02-FULL-36-13; s__2-02-FULL-36-13 sp001777015
G001777025	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 GWB1-36-5	 	668708	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__GWB1-36-5; s__
G001777055	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-02-FULL-38-15	 2-02-FULL-38-15 sp001777055	830985	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-02-FULL-38-15; s__2-02-FULL-38-15 sp001777055
G001777065	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA9644	 UBA9644 sp003519445	798407	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA9644; s__UBA9644 sp003519445
G001777335	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA10151	 UBA10151 sp001776635	594394	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA10151; s__UBA10151 sp001776635
G001777345	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-01-FULL-40-24	 2-01-FULL-40-24 sp001776975	745165	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-01-FULL-40-24; s__2-01-FULL-40-24 sp001776975
G001777375	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA10151	 	637727	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA10151; s__
G001777395	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 HO2-FULL-47-45	 HO2-FULL-47-45 sp001776775	1133436	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__HO2-FULL-47-45; s__HO2-FULL-47-45 sp001776775
G001777435	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA9644	 UBA9644 sp003519445	1075461	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA9644; s__UBA9644 sp003519445
G001777455	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 UBA10151	 UBA10151 sp001777455	990607	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__UBA10151; s__UBA10151 sp001777455
G001777465	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 2-01-FULL-43-38	 2-01-FULL-43-38 sp000997105	850894	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__2-01-FULL-43-38; s__2-01-FULL-43-38 sp000997105
G001777495	Bacteria	 Patescibacteria	 Microgenomatia	 Daviesbacterales	 UBA10151	 	 	829032	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales; f__UBA10151; g__; s__
G001777545	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 O2-12-FULL-42-9	 O2-12-FULL-42-9 sp001777665	852803	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__O2-12-FULL-42-9; s__O2-12-FULL-42-9 sp001777665
G001777575	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 O2-02-FULL-48-8	 O2-02-FULL-48-8 sp001777575	847391	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__O2-02-FULL-48-8; s__O2-02-FULL-48-8 sp001777575
G001777585	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 2-01-FULL-50-11	 2-01-FULL-50-11	 2-01-FULL-50-11 sp001777585	881214	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__2-01-FULL-50-11; g__2-01-FULL-50-11; s__2-01-FULL-50-11 sp001777585
G001777655	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 2-01-FULL-44-21	 2-01-FULL-44-21 sp001777655	776833	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__2-01-FULL-44-21; s__2-01-FULL-44-21 sp001777655
G001777665	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 O2-12-FULL-42-9	 O2-12-FULL-42-9 sp001777665	849295	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__O2-12-FULL-42-9; s__O2-12-FULL-42-9 sp001777665
G001777695	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 2-01-FULL-46-14	 2-01-FULL-46-14	 2-01-FULL-46-14 sp001777515	880749	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__2-01-FULL-46-14; g__2-01-FULL-46-14; s__2-01-FULL-46-14 sp001777515
G001777775	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 O2-12-FULL-42-9	 O2-12-FULL-42-9 sp001777665	797965	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__O2-12-FULL-42-9; s__O2-12-FULL-42-9 sp001777665
G001777815	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 O2-02-FULL-48-8	 O2-02-FULL-48-8 sp001777575	654562	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__O2-02-FULL-48-8; s__O2-02-FULL-48-8 sp001777575
G001777825	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 2-01-FULL-44-21	 2-01-FULL-44-21 sp001777655	809389	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__2-01-FULL-44-21; s__2-01-FULL-44-21 sp001777655
G001777855	Bacteria	 Patescibacteria	 Doudnabacteria	 UBA920	 O2-02-FULL-48-8	 WO2-49-40	 WO2-49-40 sp001780035	758814	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__O2-02-FULL-48-8; g__WO2-49-40; s__WO2-49-40 sp001780035
G001777945	Bacteria	 Edwardsbacteria	 AC1	 AC1	 EtOH8	 UBA2226	 UBA2226 sp001777915	2780701	d__Bacteria; p__Edwardsbacteria; c__AC1; o__AC1; f__EtOH8; g__UBA2226; s__UBA2226 sp001777915
G001778055	Bacteria	 Patescibacteria	 ABY1	 BM507	 GWC2-42-12	 GWC2-42-12	 GWC2-42-12 sp001778055	939503	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__GWC2-42-12; g__GWC2-42-12; s__GWC2-42-12 sp001778055
G001778075	Bacteria	 Patescibacteria	 ABY1	 UBA11705	 UBA11705	 XYA2-FULL-35-8	 XYA2-FULL-35-8 sp001778235	987680	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA11705; f__UBA11705; g__XYA2-FULL-35-8; s__XYA2-FULL-35-8 sp001778235
G001778085	Bacteria	 Patescibacteria	 ABY1	 BM507	 XYC2-FULL-47-12	 XYC2-FULL-47-12	 XYC2-FULL-47-12 sp001778285	928958	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__XYC2-FULL-47-12; g__XYC2-FULL-47-12; s__XYC2-FULL-47-12 sp001778285
G001778095	Bacteria	 Patescibacteria	 ABY1	 XYB2-FULL-38-15	 XYB2-FULL-38-15	 XYB2-FULL-38-15	 XYB2-FULL-38-15 sp001778095	914699	d__Bacteria; p__Patescibacteria; c__ABY1; o__XYB2-FULL-38-15; f__XYB2-FULL-38-15; g__XYB2-FULL-38-15; s__XYB2-FULL-38-15 sp001778095
G001778155	Bacteria	 Patescibacteria	 ABY1	 UBA11705	 UBA11705	 XYA2-FULL-35-8	 XYA2-FULL-35-8 sp001778235	887321	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA11705; f__UBA11705; g__XYA2-FULL-35-8; s__XYA2-FULL-35-8 sp001778235
G001778165	Bacteria	 Patescibacteria	 ABY1	 BM507	 UBA12075	 XYA2-FULL-47-19	 XYA2-FULL-47-19 sp001780275	1670975	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UBA12075; g__XYA2-FULL-47-19; s__XYA2-FULL-47-19 sp001780275
G001778195	Bacteria	 Patescibacteria	 ABY1	 XYB2-FULL-38-15	 XYB2-FULL-38-15	 XYB2-FULL-38-15	 XYB2-FULL-38-15 sp001778095	872944	d__Bacteria; p__Patescibacteria; c__ABY1; o__XYB2-FULL-38-15; f__XYB2-FULL-38-15; g__XYB2-FULL-38-15; s__XYB2-FULL-38-15 sp001778095
G001778235	Bacteria	 Patescibacteria	 ABY1	 UBA11705	 UBA11705	 XYA2-FULL-35-8	 XYA2-FULL-35-8 sp001778235	1088398	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA11705; f__UBA11705; g__XYA2-FULL-35-8; s__XYA2-FULL-35-8 sp001778235
G001778255	Bacteria	 Patescibacteria	 ABY1	 BM507	 UBA12075	 XYA2-FULL-47-19	 XYA2-FULL-47-19 sp001780275	1700264	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UBA12075; g__XYA2-FULL-47-19; s__XYA2-FULL-47-19 sp001780275
G001778275	Bacteria	 Patescibacteria	 ABY1	 UBA11705	 JABHMO01	 MFGM01	 MFGM01 sp001778275	1022495	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA11705; f__JABHMO01; g__MFGM01; s__MFGM01 sp001778275
G001778285	Bacteria	 Patescibacteria	 ABY1	 BM507	 XYC2-FULL-47-12	 XYC2-FULL-47-12	 XYC2-FULL-47-12 sp001778285	933410	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__XYC2-FULL-47-12; g__XYC2-FULL-47-12; s__XYC2-FULL-47-12 sp001778285
G001778315	Bacteria	 Firestonebacteria	 D2-FULL-39-29	 D2-FULL-39-29	 D2-FULL-39-29	 D2-FULL-39-29	 	1698907	d__Bacteria; p__Firestonebacteria; c__D2-FULL-39-29; o__D2-FULL-39-29; f__D2-FULL-39-29; g__D2-FULL-39-29; s__
G001778325	Bacteria	 Patescibacteria	 ABY1	 BM507	 UBA12075	 XYC2-34-220	 XYC2-34-220 sp001780285	1629792	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507; f__UBA12075; g__XYC2-34-220; s__XYC2-34-220 sp001780285
G001778375	Bacteria	 Firestonebacteria	 D2-FULL-39-29	 D2-FULL-39-29	 D2-FULL-39-29	 D2-FULL-39-29	 D2-FULL-39-29 sp001778375	3005684	d__Bacteria; p__Firestonebacteria; c__D2-FULL-39-29; o__D2-FULL-39-29; f__D2-FULL-39-29; g__D2-FULL-39-29; s__D2-FULL-39-29 sp001778375
G001778395	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001780725	873832	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001780725
G001778415	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001780725	844903	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001780725
G001778435	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-29	 GWA1-44-29 sp001778695	593288	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-29; s__GWA1-44-29 sp001778695
G001778465	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001778635	837639	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001778635
G001778535	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 UBA11713	 UBA11713 sp001778985	653510	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__UBA11713; s__UBA11713 sp001778985
G001778545	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 2-01-FULL-46-13	 2-01-FULL-46-13 sp001778545	645107	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__2-01-FULL-46-13; s__2-01-FULL-46-13 sp001778545
G001778555	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 2-01-FULL-45-33	 2-01-FULL-45-33 sp001778875	841625	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__2-01-FULL-45-33; s__2-01-FULL-45-33 sp001778875
G001778595	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 2-01-FULL-45-33	 2-01-FULL-45-33 sp001778595	854345	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__2-01-FULL-45-33; s__2-01-FULL-45-33 sp001778595
G001778615	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-29	 GWA1-44-29 sp001778695	578132	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-29; s__GWA1-44-29 sp001778695
G001778635	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001778635	834241	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001778635
G001778655	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001780725	916756	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001780725
G001778665	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 UBA11713	 UBA11713 sp001778985	685840	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__UBA11713; s__UBA11713 sp001778985
G001778705	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 2-01-FULL-46-13	 2-01-FULL-46-13 sp001778905	700343	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__2-01-FULL-46-13; s__2-01-FULL-46-13 sp001778905
G001778735	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 2-01-FULL-45-33	 	807601	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__2-01-FULL-45-33; s__
G001778755	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001780725	847332	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001780725
G001778775	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 UBA11713	 UBA11713 sp001778985	664956	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__UBA11713; s__UBA11713 sp001778985
G001778785	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 2-01-FULL-46-13	 2-01-FULL-46-13 sp001778785	665197	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__2-01-FULL-46-13; s__2-01-FULL-46-13 sp001778785
G001778855	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 2-01-FULL-46-13	 2-01-FULL-46-13 sp001780775	827888	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__2-01-FULL-46-13; s__2-01-FULL-46-13 sp001780775
G001778875	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 2-01-FULL-45-33	 2-01-FULL-45-33 sp001778875	741483	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__2-01-FULL-45-33; s__2-01-FULL-45-33 sp001778875
G001778905	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 2-01-FULL-46-13	 2-01-FULL-46-13 sp001778905	746036	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__2-01-FULL-46-13; s__2-01-FULL-46-13 sp001778905
G001778935	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 GWA1-44-25	 GWA1-44-25 sp001780725	813832	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__GWA1-44-25; s__GWA1-44-25 sp001780725
G001778955	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 2-01-FULL-45-33	 2-01-FULL-45-33	 2-01-FULL-45-33 sp001778875	758224	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__2-01-FULL-45-33; g__2-01-FULL-45-33; s__2-01-FULL-45-33 sp001778875
G001778975	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 UBA11713	 UBA11713 sp001778985	592824	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__UBA11713; s__UBA11713 sp001778985
G001778985	Bacteria	 Patescibacteria	 Paceibacteria	 UBA9983	 UBA11713	 UBA11713	 UBA11713 sp001778985	714508	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983; f__UBA11713; g__UBA11713; s__UBA11713 sp001778985
G001779015	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 	 	976647	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__; s__
G001779055	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-39-14	 2-02-FULL-39-14 sp001779055	1309472	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-39-14; s__2-02-FULL-39-14 sp001779055
G001779065	Bacteria	 Patescibacteria	 Microgenomatia	 UBA10105	 UBA927	 RBG-16-52-11	 	1013001	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA10105; f__UBA927; g__RBG-16-52-11; s__
G001779095	Bacteria	 Patescibacteria	 Microgenomatia	 UBA10105	 UBA927	 RBG-16-52-11	 RBG-16-52-11 sp001779095	1467285	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA10105; f__UBA927; g__RBG-16-52-11; s__RBG-16-52-11 sp001779095
G001779115	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-40-10	 2-02-FULL-40-10 sp001779115	1330989	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-40-10; s__2-02-FULL-40-10 sp001779115
G001779135	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 GWA2-43-14	 GWA2-43-14 sp001779315	1399041	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__GWA2-43-14; s__GWA2-43-14 sp001779315
G001779145	Bacteria	 Patescibacteria	 Microgenomatia	 	 	 	 	780981	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__; f__; g__; s__
G001779195	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-39-11 sp001779195	1554019	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-39-11; s__2-02-FULL-39-11 sp001779195
G001779235	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-40-13	 2-02-FULL-40-13 sp001779235	1289942	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-40-13; s__2-02-FULL-40-13 sp001779235
G001779255	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-40-10	 2-02-FULL-40-10 sp001779115	1311743	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-40-10; s__2-02-FULL-40-10 sp001779115
G001779265	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-40-10	 2-02-FULL-40-10 sp001779115	1294149	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-40-10; s__2-02-FULL-40-10 sp001779115
G001779275	Bacteria	 Patescibacteria	 Microgenomatia	 2-02-FULL-39-11	 2-02-FULL-39-11	 2-02-FULL-40-10	 2-02-FULL-40-10 sp001779115	1359075	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11; f__2-02-FULL-39-11; g__2-02-FULL-40-10; s__2-02-FULL-40-10 sp001779115
G001779345	Bacteria	 Patescibacteria	 Microgenomatia	 UBA10105	 UBA927	 2-01-FULL-46-14-A	 	915030	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA10105; f__UBA927; g__2-01-FULL-46-14-A; s__
